	SubjectID1	SubjectID2	Group1	Group2	Distance
135	X513_Group1C_142dpi_RV_top_163_G_A3_P136.mzXML	X581_Group3E_142dpi_RV_top_176_G_B4_P136.mzXML	Group1C	Group3E	0.2538716674344624
136	X513_Group1C_142dpi_RV_top_163_G_A3_P136.mzXML	X582_Group3E_142dpi_RV_top_177_G_B5_P136.mzXML	Group1C	Group3E	0.32144541512340785
137	X513_Group1C_142dpi_RV_top_163_G_A3_P136.mzXML	X583_Group3E_142dpi_RV_top_178_G_B6_P136.mzXML	Group1C	Group3E	0.4383669301855472
138	X513_Group1C_142dpi_RV_top_163_G_A3_P136.mzXML	X584_Group3E_142dpi_RV_top_179_G_B7_P136.mzXML	Group1C	Group3E	0.3254484730457252
139	X513_Group1C_142dpi_RV_top_163_G_A3_P136.mzXML	X585_Group3E_142dpi_RV_top_180_G_B8_P136.mzXML	Group1C	Group3E	0.42014240792370916
140	X513_Group1C_142dpi_RV_top_163_G_A3_P136.mzXML	X666_Group3E_142dpi_RV_top_201_G_D5_P136.mzXML	Group1C	Group3E	0.36549464903762835
141	X513_Group1C_142dpi_RV_top_163_G_A3_P136.mzXML	X667_Group3E_142dpi_RV_top_202_G_D6_P136.mzXML	Group1C	Group3E	0.3616641080856341
142	X513_Group1C_142dpi_RV_top_163_G_A3_P136.mzXML	X668_Group3E_142dpi_RV_top_203_G_D7_P136.mzXML	Group1C	Group3E	0.2983572536634617
143	X513_Group1C_142dpi_RV_top_163_G_A3_P136.mzXML	X669_Group3E_142dpi_RV_top_204_G_D8_P136.mzXML	Group1C	Group3E	0.3293596691682572
144	X513_Group1C_142dpi_RV_top_163_G_A3_P136.mzXML	X670_Group3E_142dpi_RV_top_205_G_D9_P136.mzXML	Group1C	Group3E	0.3431011540269518
145	X513_Group1C_142dpi_RV_top_163_G_A3_P136.mzXML	X751_Group3E_142dpi_RV_top_226_G_F6_P136.mzXML	Group1C	Group3E	0.3469383773674534
146	X513_Group1C_142dpi_RV_top_163_G_A3_P136.mzXML	X752_Group3E_142dpi_RV_top_227_G_F7_P136.mzXML	Group1C	Group3E	0.43929791700292053
147	X513_Group1C_142dpi_RV_top_163_G_A3_P136.mzXML	X753_Group3E_142dpi_RV_top_228_G_F8_P136.mzXML	Group1C	Group3E	0.24576979745116856
148	X513_Group1C_142dpi_RV_top_163_G_A3_P136.mzXML	X754_Group3E_142dpi_RV_top_229_G_F9_P136.mzXML	Group1C	Group3E	0.3393201495804627
149	X513_Group1C_142dpi_RV_top_163_G_A3_P136.mzXML	X755_Group3E_142dpi_RV_top_230_G_F10_P136.mzXML	Group1C	Group3E	0.35319759009231455
150	X514_Group1C_142dpi_RV_top_164_G_A4_P136.mzXML	X581_Group3E_142dpi_RV_top_176_G_B4_P136.mzXML	Group1C	Group3E	0.33793954557914874
151	X514_Group1C_142dpi_RV_top_164_G_A4_P136.mzXML	X582_Group3E_142dpi_RV_top_177_G_B5_P136.mzXML	Group1C	Group3E	0.2770716667519034
152	X514_Group1C_142dpi_RV_top_164_G_A4_P136.mzXML	X583_Group3E_142dpi_RV_top_178_G_B6_P136.mzXML	Group1C	Group3E	0.3497351009019532
153	X514_Group1C_142dpi_RV_top_164_G_A4_P136.mzXML	X584_Group3E_142dpi_RV_top_179_G_B7_P136.mzXML	Group1C	Group3E	0.33132787611130254
